,make,model,year,mileage,fuel,power,transmission,price
1379,Jaguar,F-TYPE,2020,6800,Petrol,296,Automatic,39990
1380,Volvo,V40,2015,41098,Petrol,120,Manual,11899
1381,Mazda,Mazda3,2018,7322,Petrol,163,Manual,16999
1382,Volkswagen,Golf,2019,9609,Petrol,241,Automatic,27999
1383,Peugeot,208,2021,2123,Petrol,129,Automatic,23991
1384,Ford,Focus,2007,75000,Petrol,116,Manual,1595
1385,Audi,A4,2018,34589,Petrol,148,Manual,22999
1386,Ford,Focus,2015,67842,Petrol,99,Manual,7599
1387,Ford,Focus,2020,22787,Petrol,123,Manual,17999
1388,Volkswagen,Polo,2019,8786,Petrol,94,Manual,16999
1389,Citroen,C3,2018,25091,Petrol,67,Manual,9999
1390,Ford,Focus,2012,89636,Petrol,123,Manual,4995
1391,Skoda,Octavia,2014,110200,Diesel,103,Manual,6990
1392,Audi,A1,2017,13830,Petrol,148,Automatic,17995
1393,Toyota,AYGO,2016,35930,Petrol,69,Manual,6875
1394,Renault,Captur,2017,75000,Petrol,90,Manual,9500
1395,BMW,1,2016,44490,Petrol,322,Automatic,20495
1396,Peugeot,207,2010,80000,Petrol,72,Manual,2000
1397,Jaguar,XF,2010,57030,Petrol,238,Automatic,8495
1398,Nissan,Note,2013,42536,Petrol,87,Manual,4995
1399,Fiat,500,2013,65000,Petrol,69,Manual,4394
1400,Peugeot,208,2018,13484,Petrol,82,Manual,12131
1401,Hyundai,Tucson,2019,18736,Petrol,174,Automatic,23364
1402,Volvo,V40,2017,19412,Petrol,150,Automatic,20545
1403,Jeep,Wrangler,2019,16850,Petrol,268,Automatic,42850
1404,Vauxhall,Corsa,2017,12682,Petrol,89,Manual,9938
1405,Mercedes-Benz,C-Class,2018,140000,Hybrid,275,Automatic,15980
1406,Honda,Jazz,2013,44000,Hybrid,98,Automatic,9000
1407,Volkswagen,Golf,2015,43233,Petrol,298,Manual,19999
1408,Ferrari,F430,2007,21356,Petrol,479,Manual,89999
1409,Audi,A4,2016,93599,Diesel,148,Automatic,14450
1410,Vauxhall,Corsa,2019,5370,Petrol,74,Manual,11291
1411,Peugeot,3008,2019,26666,Petrol,129,Automatic,28789
1412,BMW,X1,2017,23262,Diesel,188,Automatic,26750
1413,Audi,A5,2018,28398,Petrol,188,Manual,23700
1414,BMW,4,2015,40950,Diesel,188,Automatic,18310
1415,Ford,Focus,2019,18737,Petrol,125,Manual,20040
1416,Ford,Fiesta,2019,40429,Petrol,123,Manual,13330
1417,Mercedes-Benz,E-Class,2019,17292,Petrol,241,Automatic,35700
1418,Peugeot,208,2017,29244,Petrol,82,Manual,9769
1419,Vauxhall,Crossland,2019,9269,Petrol,82,Manual,14600
1420,Dacia,Sandero,2019,21456,Petrol,72,Manual,9360
1421,Audi,A3,2014,32361,Diesel,108,Manual,10201
1422,Mercedes-Benz,C-Class,2019,60773,Petrol,154,Automatic,19800
1423,Toyota,Yaris,2008,67909,Petrol,86,Manual,2690
1424,Land,Rover,2014,46827,Diesel,190,Automatic,17890
1425,Audi,A1,2012,80096,Diesel,105,Manual,7310
1426,Nissan,Micra,2019,6098,Petrol,88,Manual,12900
1427,Citroen,C4,2017,29323,Petrol,80,Manual,10230
1428,Nissan,Qashqai,2018,28061,Petrol,113,Manual,18470
1429,Nissan,Juke,2018,24761,Petrol,111,Automatic,15990
1430,BMW,3,2013,61143,Diesel,181,Automatic,11280
1431,Nissan,Micra,2021,3626,Petrol,91,Manual,14990
1432,Nissan,Qashqai,2019,20938,Petrol,140,Manual,18990
1433,Mazda,Mazda2,2018,15458,Petrol,89,Manual,12750
1434,Toyota,Yaris,2017,33000,Petrol,99,Automatic,11995
1435,Honda,HR-V,2016,12944,Petrol,129,Manual,14199
1436,Vauxhall,Corsa,2018,29027,Petrol,74,Manual,8903
1437,Alfa,Romeo,2017,35664,Petrol,240,Automatic,16499
1438,Renault,Captur,2016,14999,Petrol,90,Manual,12399
1439,Vauxhall,Corsa,2015,47364,Petrol,69,Manual,6499
1440,Fiat,500,2017,3390,Petrol,69,Manual,7799
1441,Fiat,500,2016,31101,Petrol,69,Manual,6999
1442,Peugeot,2008,2018,17079,Petrol,82,Manual,13799
1443,Peugeot,108,2017,8076,Petrol,68,Manual,8399
1444,Renault,Clio,2018,24908,Petrol,75,Manual,11299
1445,Mazda,CX-3,2019,29139,Petrol,119,Manual,18750
1446,Fiat,500C,2015,16706,Petrol,69,Automatic,9699
1447,Volkswagen,Polo,2019,9363,Petrol,79,Manual,16299
1448,Kia,Sportage,2018,37990,Petrol,130,Manual,16999
1449,Mazda,CX-3,2019,12032,Petrol,119,Manual,19000
1450,MINI,Mini,2015,46588,Petrol,189,Manual,12999
1451,Vauxhall,ADAM,2015,27847,Petrol,69,Manual,7999
1452,Ford,Fiesta,2013,46386,Petrol,80,Manual,6299
1453,MINI,Mini,2013,72800,Diesel,141,Automatic,8995
1454,Mercedes-Benz,E-Class,2019,3890,Petrol,429,Automatic,54499
1455,Seat,Ibiza,2016,26662,Petrol,88,Manual,10499
1456,Vauxhall,Mokka,2017,44414,Petrol,113,Manual,12499
1457,Seat,Ibiza,2019,24292,Petrol,114,Manual,15999
1458,Mercedes,GLS,2021,78,Diesel,326,Automatic,99850
1459,Volkswagen,up!,2018,10912,Petrol,74,Manual,11299
1460,Mazda,CX-3,2019,5289,Petrol,119,Manual,21250
1461,Mazda,CX-3,2016,46767,Petrol,148,Manual,14500
1462,Vauxhall,Mokka,2017,29668,Petrol,138,Manual,12826
1463,Citroen,C1,2018,16693,Petrol,68,Manual,8299
1464,Porsche,Boxster,2007,76375,Petrol,241,Manual,12500
1465,Renault,Clio,2018,35342,Petrol,88,Manual,10599
1466,Lexus,RX,2014,98669,Hybrid,299,Automatic,18499
1467,Vauxhall,ADAM,2015,47000,Petrol,69,Manual,7499
1468,Seat,Ibiza,2015,46862,Petrol,84,Manual,6995
1469,Ford,Fiesta,2020,7236,Petrol,99,Manual,16899
1470,Seat,Arona,2021,9089,Petrol,108,Manual,20999
1471,Seat,Leon,2018,20001,Petrol,296,Automatic,25499
1472,MINI,Mini,2015,31000,Petrol,189,Manual,13259
1473,Audi,A3,2017,84297,Diesel,114,Manual,11985
1474,Skoda,Fabia,2017,44500,Petrol,109,Manual,8995
1475,Vauxhall,Mokka,2019,12240,Petrol,138,Automatic,17553
1476,Audi,A1,2014,42364,Petrol,122,Manual,9658
1477,Audi,S5,2017,54058,Petrol,349,Automatic,29999
1478,Fiat,500,2014,53000,Petrol,69,Manual,4595
1479,Volkswagen,Polo,2018,38969,Petrol,64,Manual,12500
1480,Audi,Q2,2021,3626,Petrol,148,Automatic,31999
1481,Citroen,C4,2013,29000,Petrol,94,Manual,5495
1482,Ford,Focus,2010,80000,Petrol,100,Automatic,4575
1483,BMW,3,2012,102000,Diesel,161,Automatic,8299
1484,Ford,Focus,2009,101000,Petrol,100,Manual,2499
1485,MINI,Mini,2019,10372,Petrol,134,Automatic,24599
1486,Volkswagen,T-Roc,2019,10000,Petrol,148,Manual,23699
1487,Ford,Focus,2018,36599,Petrol,99,Manual,12692
1488,Peugeot,2008,2020,19767,Petrol,129,Automatic,22473
1489,Kia,Stonic,2021,1612,Petrol,99,Automatic,18999
1490,PORSCHE,911,2012,53200,Petrol,400,Semi Automatic,59995
1491,Volkswagen,Golf,2010,27191,Petrol,105,Manual,6495
1492,Seat,Altea,2015,40473,Diesel,105,Manual,6989
1493,Hyundai,i10,2011,45000,Petrol,85,Manual,3995
1494,Vauxhall,Corsa,2015,31138,Petrol,202,Manual,10950
1495,BMW,3,2020,14444,Petrol,181,Automatic,27999
1496,MINI,Mini,2019,9701,Petrol,134,Manual,15999
1497,BMW,2,2018,27226,Petrol,138,Manual,18999
1498,BMW,2,2018,21676,Petrol,138,Manual,20999
1499,Renault,Captur,2018,26494,Petrol,90,Manual,12599
1500,Audi,A5,2018,29220,Petrol,188,Manual,24999
1501,Vauxhall,Corsa,2019,9481,Petrol,89,Manual,9599
1502,Ford,Focus,2020,5218,Petrol,123,Manual,19599
1503,Renault,Captur,2018,14619,Petrol,90,Manual,13500
1504,Dacia,Sandero,2019,26440,Petrol,90,Manual,9500
1505,Vauxhall,Astra,2010,78957,Petrol,113,Manual,3295
1506,Audi,A3,2010,138000,Petrol,123,Manual,3495
1507,Vauxhall,Astra,2021,50,Petrol,144,Manual,16320
1508,Toyota,Yaris,2018,13682,Hybrid,99,Automatic,14600
1509,Ford,Fiesta,2010,108635,Petrol,80,Manual,1995
1510,Peugeot,108,2017,19706,Petrol,82,Manual,7990
1511,Hyundai,Tucson,2016,34608,Petrol,130,Manual,14690
1512,Vauxhall,Astra,2018,33389,Petrol,148,Manual,11390
1513,Audi,A3,2011,123055,Petrol,197,Automatic,5750
1514,Honda,Jazz,2019,7136,Petrol,101,Automatic,15690
1515,Vauxhall,Zafira,2008,99000,Petrol,105,Manual,1595
1516,Hyundai,Tucson,2021,114,Petrol,174,Automatic,24420
1517,Ford,EcoSport,2015,29000,Petrol,110,Manual,8695
1518,Vauxhall,Corsa,2007,86000,Petrol,90,Manual,1995
1519,Citroen,C1,2008,79000,Petrol,67,Manual,1995
1520,Kia,Sportage,2021,2278,Petrol,174,Automatic,28995
1521,Ford,Focus,2017,22000,Petrol,123,Manual,13995
1522,Nissan,Qashqai,2012,58968,Diesel,130,Manual,8999
1523,BMW,3,2021,3566,Hybrid,288,Automatic,37999
1524,Vauxhall,Corsa,2014,64448,Petrol,83,Manual,4795
1525,Kia,Rio,2012,79203,Petrol,107,Automatic,4950
1526,Audi,A6,2008,69611,Diesel,233,Automatic,3999
1527,Volkswagen,Golf,2015,38598,Petrol,298,Automatic,20000
1528,Mercedes-Benz,E-Class,2008,137609,Diesel,221,Automatic,3999
1529,Seat,Leon,2011,100879,Petrol,123,Manual,3889
1530,Volkswagen,Polo,2006,84960,Petrol,55,Manual,1889
1531,BMW,3,2013,90601,Diesel,181,Manual,9999
1532,Vauxhall,Corsa,2013,76408,Petrol,189,Manual,5999
1533,Fiat,500,2011,75663,Petrol,69,Automatic,4499
1534,BMW,1,2018,24613,Petrol,134,Manual,16299
1535,Fiat,500,2017,38451,Petrol,69,Manual,7550
1536,Citroen,DS3,2014,32005,Petrol,156,Manual,6100
1537,Audi,A4,2018,27291,Petrol,148,Automatic,21975
1538,Volkswagen,Golf,2018,27166,Petrol,128,Manual,17100
1539,Peugeot,208,2020,997,Petrol,74,Manual,16250
1540,Ssangyong,Tivoli,2019,5937,Petrol,126,Automatic,15300
1541,Audi,A3,2019,35738,Petrol,148,Manual,17700
1542,Nissan,Juke,2018,8624,Petrol,115,Manual,14750
1543,Mercedes-Benz,GLA-Class,2019,31235,Petrol,121,Automatic,23575
1544,Hyundai,IONIQ,2018,9658,Hybrid,140,Automatic,18550
1545,Kia,Stonic,2018,36718,Petrol,118,Manual,14725
1546,A,Beautifully,2006,25223,Petrol,95,Manual,5995
1547,2014,MERCEDES-BENZ,2014,50,Petrol,591,Automatic,140000
1548,2020,Bentley,2020,1322,Petrol,542,Automatic,169950
1549,2010,PORSCHE,2010,184,Petrol,402,Manual,150000
1550,AUDI,A5,2015,59250,Diesel,187,Automatic,15250
1551,Mercedes,C,2010,81918,Petrol,451,Automatic,18250
1552,FERRARI,F430,2009,9850,Petrol,506,Semi Automatic,330000
1553,2001,FERRARI,2001,8700,Petrol,478,Manual,290000
1554,PORSCHE,911,2010,12500,Petrol,620,Manual,395000
1555,Mercedes-Benz,GLE-Class,2017,30886,Diesel,201,Automatic,35999
1556,Mercedes-Benz,C-Class,2020,5608,Diesel,191,Automatic,32999
1557,Mercedes-Benz,E-Class,2019,27610,Diesel,191,Automatic,30499
1558,Mercedes-Benz,GLC-Class,2020,9509,Petrol,503,Automatic,78999
1559,Mercedes-Benz,EQC,2020,4382,Electric,402,Automatic,69899
1560,Mercedes-Benz,A-Class,2021,5425,Electric,259,Automatic,35499
1561,Mercedes-Benz,CLS-Class,2019,25861,Petrol,429,Automatic,53999
1562,Mercedes-Benz,GLC,2019,12755,Diesel,241,Automatic,39999
1563,AUDI,A1,2012,87000,Diesel,105,Manual,6495
1564,Land,Rover,2015,55300,Diesel,190,Manual,19850
1565,MINI,Hatch,2016,82400,Diesel,94,Manual,8395
1566,LAND,ROVER,2016,16700,Diesel,122,Manual,71995
1567,Land,Rover,2011,91900,Diesel,313,Automatic,15995
1568,AUDI,A6,2015,67178,Diesel,188,Semi Automatic,19275
1569,Mazda,MX-5,2017,19600,Petrol,158,Manual,20995
1570,Land,Rover,2018,26000,Diesel,255,Automatic,57950
1571,LAND,ROVER,2012,81000,Diesel,255,Automatic,14500
1572,Mercedes-AMG,SL,2017,12000,Petrol,621,Automatic,89990
1573,LAND,ROVER,2015,36000,Diesel,122,Manual,37990
1574,1.2,8V,2018,3504,Petrol,68,Manual,9995
1575,Porsche,Macan,2016,54500,Petrol,400,Automatic,45940
1576,2.0,TDI,2010,104000,Diesel,170,Manual,6995
1577,3.0,GLE450,2016,44000,Petrol,362,Automatic,39980
1578,2005,PORSCHE,2005,49750,Petrol,414,Automatic,47500
1579,718,Cayman,2018,3125,Petrol,295,Manual,44990
1580,2010,10,2010,68005,Petrol,300,Manual,25750
1581,2009,59,2009,89152,Diesel,241,Automatic,7990
1582,2015,65,2015,63990,Diesel,217,Manual,18995
1583,2019,19,2019,22000,Petrol,138,Manual,17995
1584,2013,63,2013,98381,Diesel,258,Automatic,18990
1585,2016,16,2016,39000,Petrol,218,Manual,17995
1586,2015,15,2015,62735,Diesel,255,Automatic,29995
1587,2019,68,2019,32000,Diesel,188,Automatic,26480
1588,2019,09,2019,31000,Diesel,187,Semi Automatic,32995
1589,2019,19,2019,12700,Diesel,188,Semi Automatic,29980
1590,2017,LAND,2017,34500,Diesel,255,Automatic,63995
1591,2014,64,2014,64000,Petrol,69,Manual,4195
1592,2016,16,2016,12370,Petrol,158,Manual,18995
1593,2015,15,2015,55700,Diesel,180,Automatic,23990
1594,2014,14,2014,41252,Petrol,68,Manual,5900
1595,2015,15,2015,73100,Diesel,113,Manual,6995
1596,2017,17,2017,65197,Hybrid,315,Automatic,39900
1597,Mercedes-Benz,C,2018,24739,Diesel,170,Automatic,24890
1598,Mercedes-Benz,A,2018,25115,Petrol,161,Automatic,24900
1599,Mercedes-Benz,CLA,2019,20343,Petrol,188,Automatic,28980
1600,Mercedes-Benz,Glc,2018,23280,Petrol,208,Automatic,36980
1601,Mazda,Cx-30,2020,8631,Petrol,121,Manual,23495
1602,BMW,X1,2014,61439,Diesel,181,Automatic,12990
1603,Audi,A4,2018,49497,Petrol,148,Manual,15990
1604,Vauxhall,Astra,2017,48738,Petrol,148,Manual,11495
1605,Audi,A1,2018,12900,Petrol,93,Manual,15990
1606,BMW,X5,2019,17891,Diesel,261,Automatic,58495
1607,Volkswagen,Golf,2017,28508,Petrol,227,Semi Automatic,24995
1608,Audi,Q5,2020,11844,Diesel,188,Automatic,39490
1609,Volkswagen,Tiguan,2021,2001,Petrol,148,Semi Automatic,31995
1610,Audi,Q4,2021,5452,Electric,168,Automatic,59990
1611,Mercedes-Benz,SL,2012,20577,Petrol,306,Automatic,28995
1612,Audi,TT,2017,31971,Diesel,182,Automatic,23990
1613,BMW,4,2021,6120,Petrol,181,Automatic,43390
1614,Porsche,911,2018,28495,Petrol,444,Semi Automatic,99845
1615,Porsche,718,2016,35460,Petrol,345,Semi Automatic,49845
1616,Audi,Q3,2021,3000,Hybrid,241,Automatic,42990
1617,BMW,4,2021,10,Petrol,369,Automatic,52995
1618,Ford,Fiesta,2018,37524,Petrol,123,Manual,12750
1619,Ford,Focus,2020,15319,Petrol,123,Manual,18597
1620,MINI,Hatch,2012,15275,Petrol,184,Automatic,26295
1621,Audi,Q3,2017,38008,Petrol,148,Automatic,25990
1622,Kia,Sportage,2018,64000,Diesel,114,Manual,17180
1623,Porsche,Macan,2018,24985,Petrol,340,Semi Automatic,51845
1624,Porsche,Macan,2016,40461,Petrol,355,Semi Automatic,51845
1625,BMW,3,2021,4461,Hybrid,288,Automatic,41995
1626,Ford,Focus,2019,12644,Petrol,123,Manual,19197
1627,Audi,Q3,2019,28961,Petrol,148,Manual,27950
1628,Audi,RS,2020,10999,Petrol,394,Automatic,55990
1629,Mercedes-Benz,Glc,2019,11918,Diesel,191,Automatic,41780
1630,BMW,4,2015,75000,Diesel,255,Automatic,17900
1631,Porsche,718,2017,12189,Petrol,295,Semi Automatic,47845
1632,Audi,A6,2018,15211,Diesel,282,Semi Automatic,39990
1633,BMW,5,2014,54514,Diesel,188,Automatic,17000
1634,Jaguar,F-TYPE,2018,9627,Petrol,542,Automatic,62000
1635,Mercedes-Benz,Glc,2017,38638,Diesel,168,Automatic,27980
1636,Bentley,Bentayga,2018,33000,Petrol,542,Automatic,105000
1637,Ford,Kuga,2020,13547,Hybrid,222,CVT,34997
1638,Mercedes-Benz,Glc,2019,26808,Diesel,191,Automatic,37980
1639,BMW,3,2021,4405,Petrol,181,Automatic,35590
1640,Mercedes-Benz,CLA,2015,70000,Petrol,122,Automatic,17900
1641,Mercedes-Benz,GLA,2019,21493,Petrol,121,Manual,23980
1642,BMW,X3,2018,22191,Diesel,261,Automatic,34750
1643,Porsche,Cayenne,2017,20133,Diesel,258,Automatic,44000
1644,Mercedes-Benz,A,2018,24379,Petrol,121,Automatic,20000
1645,Land,Rover,2015,20000,Diesel,122,Manual,57995
1646,Mercedes-Benz,C,2020,5705,Diesel,241,Automatic,37480
1647,BMW,X3,2021,6977,Diesel,188,Automatic,44000
1648,Land,Rover,2019,15800,Diesel,178,Automatic,39000
1649,Land,Rover,2019,29234,Diesel,302,Automatic,56500
1650,Ford,Galaxy,2011,104000,Diesel,138,Automatic,4695
1651,Mercedes-Benz,A,2021,1631,Petrol,161,Automatic,29890
1652,Mercedes-Benz,CLA,2020,3432,Hybrid,259,Automatic,40980
1653,BMW,1,2020,19900,Diesel,148,Automatic,25500
1654,Jaguar,XF,2009,110000,Diesel,275,Automatic,5995
1655,Land,Rover,2017,28599,Petrol,543,Automatic,65000
1656,BMW,i3,2021,1783,Electric,168,Automatic,30290
1657,Mercedes-Benz,GLE,2019,33029,Diesel,268,Automatic,49000
1658,Land,Rover,2013,63200,Diesel,339,Automatic,36950
1659,Land,Rover,2018,34800,Diesel,296,Automatic,45999
1660,MINI,Convertible,2017,27602,Petrol,228,Automatic,24950
1661,Land,Rover,2013,38000,Diesel,339,Automatic,39990
1662,Mercedes-Benz,GLC,2018,44022,Petrol,208,Automatic,35000
1663,Land,Rover,2017,21267,Petrol,335,Automatic,49000
1664,Land,Rover,2019,26471,Diesel,271,Automatic,75000
1665,Jaguar,F-Type,2017,14978,Petrol,375,Automatic,48900
1666,Land,Rover,2018,31874,Diesel,306,Automatic,66500
1667,Bentley,Bentayga,2018,26000,Petrol,542,Automatic,139948
1668,BMW,1,2012,101700,Petrol,168,Manual,5995
1669,Volvo,XC60,2019,17446,Hybrid,384,Automatic,45000
1670,Porsche,Cayenne,2018,19756,Petrol,335,Automatic,55500
1671,MG,MG3,2017,31000,Petrol,106,Manual,6990
1672,Audi,SQ8,2020,9628,Diesel,429,Automatic,90500
1673,MINI,Hatch,2018,9451,Petrol,228,Manual,23950
1674,Land,Rover,2017,20136,Diesel,178,Automatic,29500
1675,MINI,Hatch,2020,9168,Petrol,134,Automatic,26950
1676,MINI,Hatch,2015,32183,Petrol,101,Manual,10950
1677,Mercedes-Benz,GLA,2019,10299,Diesel,174,Automatic,29500
1678,Audi,Q5,2010,102831,Diesel,168,Automatic,10595
1679,Land,Rover,2017,34800,Diesel,255,Automatic,45000
1680,Audi,Q3,2018,14523,Petrol,148,Automatic,28000
1681,BMW,4,2015,58000,Diesel,255,Automatic,18990
1682,Land,Rover,2018,24500,Diesel,150,Manual,27000
1683,Mercedes-Benz,GLC,2020,10161,Diesel,241,Automatic,42500
1684,Porsche,Cayenne,2018,42142,Petrol,335,Automatic,55000
1685,Mercedes-Benz,GLC,2018,14369,Petrol,362,Automatic,49900
1686,Mercedes-Benz,GLC,2018,13865,Diesel,201,Automatic,36000
1687,Jaguar,E-PACE,2019,19100,Diesel,148,Manual,29000
1688,Mercedes-Benz,GLC,2016,36270,Diesel,168,Automatic,28000
1689,Mercedes-Benz,GLA,2019,17938,Petrol,154,Automatic,26000
1690,BMW,X4,2019,21000,Petrol,503,Automatic,59990
1691,Jaguar,F-PACE,2018,16014,Diesel,177,Automatic,36500
1692,Land,Rover,2018,27634,Diesel,178,Automatic,44000
1693,NISSAN,GT-R,2009,54000,Petrol,479,Semi Automatic,52000
1694,Mercedes-Benz,GLC,2018,49600,Diesel,201,Automatic,31250
1695,Ford,Ranger,2017,47000,Diesel,197,Automatic,28990
1696,Porsche,911,2006,46000,Petrol,473,Automatic,54997
1697,Audi,Q5,2021,2995,Hybrid,362,Automatic,60000
1698,2021,71,2021,600,Petrol,414,Semi Automatic,102995
1699,2018,18,2018,47091,Diesel,306,Automatic,59999
1700,2016,16,2016,139830,Diesel,190,Automatic,12999
1701,2018,H,2018,29847,Diesel,282,Automatic,66950
1702,Audi,Q2,2021,1745,Petrol,109,Manual,32481
1703,Mercedes-Benz,Glc,2019,18000,Petrol,208,Automatic,39000
1704,Audi,Q3,2018,20411,Petrol,148,Automatic,24981
1705,Volkswagen,Golf,2018,23566,Petrol,306,Automatic,29000
1706,Land,Rover,2020,13112,Diesel,306,Automatic,69990
1707,Land,Rover,2020,16093,Diesel,178,Automatic,41490
1708,Mercedes-Benz,A,2019,12950,Petrol,188,Automatic,31000
1709,Vauxhall,Corsa,2013,104000,Diesel,74,Manual,2595
1710,BMW,1,2012,119000,Diesel,141,Manual,4995
1711,Vauxhall,Antara,2012,92000,Diesel,161,Manual,4995
1712,Audi,Q7,2008,90000,Diesel,326,Automatic,11995
1713,BMW,3,2018,30369,Diesel,188,Automatic,20497
1714,BMW,X5,2017,39354,Diesel,308,Automatic,36490
1715,Volkswagen,Golf,2017,33713,Petrol,298,Automatic,23400
1716,BMW,1,2013,65187,Diesel,215,Manual,10990
1717,Audi,A3,2015,51875,Petrol,148,Manual,14990
1718,Mercedes-Benz,A,2016,30250,Diesel,134,Automatic,19464
1719,Audi,A4,2015,60011,Petrol,329,Automatic,22490
1720,Kia,Sportage,2016,30193,Diesel,114,Manual,15990
1721,Porsche,Boxster,2011,49000,Petrol,255,Semi Automatic,22990
1722,Land,Rover,2017,45032,Diesel,237,Automatic,29950
1723,Volvo,XC60,2021,1653,Hybrid,337,Automatic,48000
1724,Volvo,XC60,2019,19400,Diesel,231,Automatic,36890
1725,Volvo,XC40,2019,5484,Petrol,188,Automatic,33950
1726,Mazda,CX-5,2018,21300,Petrol,163,Manual,22880
1727,Volvo,V60,2019,9123,Diesel,188,Automatic,29773
1728,Volvo,XC40,2021,4522,Petrol,161,Automatic,37817
1729,Volvo,XC90,2021,4686,Diesel,231,Automatic,61950
1730,Volvo,XC60,2015,43604,Diesel,217,Manual,18280
1731,Volvo,XC60,2021,218,Diesel,194,Automatic,47490
1732,Volvo,XC60,2018,21000,Diesel,188,Manual,29780
1733,Volvo,V90,2019,20240,Diesel,188,Automatic,30490
1734,Volvo,XC60,2020,5690,Diesel,194,Automatic,47000
1735,Volkswagen,Tiguan,2016,7126,Diesel,181,Automatic,22490
1736,Volvo,XC60,2021,8312,Diesel,194,Automatic,46980
1737,Volkswagen,Polo,2020,3850,Petrol,94,Automatic,18749
1738,Volvo,V40,2016,70145,Diesel,118,Automatic,12590
1739,Toyota,C-HR,2018,30640,Hybrid,121,Automatic,19790
1740,Volvo,XC60,2017,38259,Diesel,188,Automatic,23208
1741,Volvo,XC40,2018,23000,Diesel,188,Automatic,36180
1742,Volvo,V60,2021,8469,Petrol,247,Automatic,40878
1743,Porsche,Cayenne,2015,63062,Petrol,440,Automatic,42000
1744,Land,Rover,2018,51020,Diesel,306,Automatic,57950
1745,Jaguar,I-PACE,2018,53906,Electric,394,Automatic,41980
1746,MINI,Countryman,2020,5350,Hybrid,221,Automatic,31490
1747,Jaguar,XF,2019,10736,Petrol,247,Automatic,30890
1748,Ford,Kuga,2019,14988,Diesel,118,Automatic,24650
1749,Porsche,911,2020,9504,Petrol,380,Semi Automatic,99990
1750,Audi,TT,2019,37557,Petrol,194,Automatic,27480
1751,Honda,Civic,2016,22278,Petrol,98,Manual,13000
1752,Renault,Clio,2014,40310,Petrol,90,Manual,7500
1753,Volkswagen,Tiguan,2018,19224,Diesel,148,Automatic,26999
1754,Ford,MUSTANG,2019,5112,Petrol,444,Automatic,46491
1755,Peugeot,3008,2019,35111,Diesel,129,Manual,23495
1756,Audi,A3,2017,30564,Diesel,114,Manual,15981
1757,BMW,4,2017,10609,Diesel,308,Automatic,33891
1758,Land,Rover,2016,55805,Diesel,178,Automatic,33491
1759,Audi,Q5,2019,24569,Diesel,188,Automatic,37981
1760,Audi,A3,2018,35368,Petrol,109,Manual,19990
1761,Peugeot,Traveller,2017,44300,Diesel,180,Automatic,30990
1762,FERRARI,458,2015,1050,Petrol,600,Automatic,325000
1763,FERRARI,CALIFORNIA,2015,13166,Petrol,560,Automatic,105000
1764,FERRARI,488,2017,4484,Petrol,660,Automatic,189000
1765,BMW,3,2020,7335,Petrol,369,Automatic,48500
1766,AUDI,Q7,2015,45152,Diesel,268,Automatic,33750
1767,FERRARI,812,2021,1012,Petrol,788,Automatic,369000
1768,ASTON,MARTIN,2019,7800,Petrol,503,Automatic,98000
1769,BMW,X6,2015,39760,Diesel,255,Automatic,32000
1770,MERCEDES-BENZ,GLC,2019,12635,Petrol,208,Automatic,37500
1771,BMW,1,2021,6318,Diesel,148,Automatic,31000
1772,BMW,X5,2018,33197,Hybrid,312,Automatic,43000
1773,ASTON,MARTIN,2019,5847,Petrol,503,Automatic,104000
1774,PORSCHE,PANAMERA,2019,11000,Petrol,542,Automatic,127500
1775,AUDI,A1,2013,59090,Diesel,105,Manual,9250
1776,BMW,2,2019,10500,Petrol,335,Automatic,32000
1777,VOLKSWAGEN,CC,2015,52651,Diesel,175,Automatic,12750
1778,FORD,FIESTA,2020,7500,Petrol,123,Manual,16750
1779,PORSCHE,MACAN,2018,16600,Petrol,340,Automatic,53500
1780,BMW,X3,2012,25500,Diesel,181,Automatic,16500
1781,PORSCHE,MACAN,2017,25045,Petrol,340,Automatic,49500
1782,AUDI,A3,2019,29162,Diesel,114,Automatic,17750
1783,MERCEDES-BENZ,E,2018,18237,Diesel,255,Automatic,36000
1784,SMART,FORTWO,2020,3513,Electric,80,Automatic,19500
1785,PORSCHE,CAYENNE,2018,28684,Petrol,434,Automatic,69000
1786,LAND,ROVER,2021,6943,Diesel,161,Automatic,45000
1787,PORSCHE,MACAN,2018,25566,Petrol,248,Automatic,49500
1788,PORSCHE,911,2019,1504,Petrol,444,Automatic,120000
1789,LAND,ROVER,2018,13900,Diesel,178,Automatic,37000
1790,MINI,COUNTRYMAN,2019,26870,Petrol,189,Automatic,27500
1791,PORSCHE,PANAMERA,2017,17060,Hybrid,456,Automatic,75000
1792,AUDI,Q3,2015,44500,Petrol,150,Automatic,16000
1793,JAGUAR,F-PACE,2017,32000,Diesel,177,Automatic,30000
1794,MINI,HATCHBACK,2018,9833,Petrol,189,Manual,22500
1795,SKODA,SUPERB,2016,54300,Diesel,188,Automatic,17750
1796,LEXUS,CT,2020,3800,Hybrid,134,Automatic,25500
1797,JAGUAR,F-PACE,2017,42000,Diesel,296,Automatic,37000
1798,PEUGEOT,208,2017,58322,Diesel,100,Manual,8000
1799,VOLKSWAGEN,GOLF,2018,35215,Diesel,182,Manual,23000
1800,AUDI,TT,2017,13397,Petrol,178,Manual,21000
