make,model,year,milage,fuel,horsepower,transmission,price
Mercedes-Benz,C,2020,5705,Diesel,241,Automatic,37480
BMW,X3,2021,6977,Diesel,188,Automatic,44000
Land,Rover,2019,15800,Diesel,178,Automatic,39000
Land,Rover,2019,29234,Diesel,302,Automatic,56500
Ford,Galaxy,2011,104000,Diesel,138,Automatic,4695
Mercedes-Benz,A,2021,1631,Petrol,161,Automatic,29890
Mercedes-Benz,CLA,2020,3432,Hybrid,259,Automatic,40980
BMW,1,2020,19900,Diesel,148,Automatic,25500
Jaguar,XF,2009,110000,Diesel,275,Automatic,5995
Land,Rover,2017,28599,Petrol,543,Automatic,65000
BMW,i3,2021,1783,Electric,168,Automatic,30290
Mercedes-Benz,GLE,2019,33029,Diesel,268,Automatic,49000
Land,Rover,2013,63200,Diesel,339,Automatic,36950
Land,Rover,2018,34800,Diesel,296,Automatic,45999
MINI,Convertible,2017,27602,Petrol,228,Automatic,24950
Land,Rover,2013,38000,Diesel,339,Automatic,39990
Mercedes-Benz,GLC,2018,44022,Petrol,208,Automatic,35000
Land,Rover,2017,21267,Petrol,335,Automatic,49000
Land,Rover,2019,26471,Diesel,271,Automatic,75000
Jaguar,F-Type,2017,14978,Petrol,375,Automatic,48900
Land,Rover,2018,31874,Diesel,306,Automatic,66500
Bentley,Bentayga,2018,26000,Petrol,542,Automatic,139948
BMW,1,2012,101700,Petrol,168,Manual,5995
Volvo,XC60,2019,17446,Hybrid,384,Automatic,45000
Porsche,Cayenne,2018,19756,Petrol,335,Automatic,55500
MG,MG3,2017,31000,Petrol,106,Manual,6990
Audi,SQ8,2020,9628,Diesel,429,Automatic,90500
MINI,Hatch,2018,9451,Petrol,228,Manual,23950
Land,Rover,2017,20136,Diesel,178,Automatic,29500
MINI,Hatch,2020,9168,Petrol,134,Automatic,26950
MINI,Hatch,2015,32183,Petrol,101,Manual,10950
Mercedes-Benz,GLA,2019,10299,Diesel,174,Automatic,29500
Audi,Q5,2010,102831,Diesel,168,Automatic,10595
Land,Rover,2017,34800,Diesel,255,Automatic,45000
Audi,Q3,2018,14523,Petrol,148,Automatic,28000
BMW,4,2015,58000,Diesel,255,Automatic,18990
Land,Rover,2018,24500,Diesel,150,Manual,27000
Mercedes-Benz,GLC,2020,10161,Diesel,241,Automatic,42500
Porsche,Cayenne,2018,42142,Petrol,335,Automatic,55000
Mercedes-Benz,GLC,2018,14369,Petrol,362,Automatic,49900
Mercedes-Benz,GLC,2018,13865,Diesel,201,Automatic,36000
Jaguar,E-PACE,2019,19100,Diesel,148,Manual,29000
Mercedes-Benz,GLC,2016,36270,Diesel,168,Automatic,28000
Mercedes-Benz,GLA,2019,17938,Petrol,154,Automatic,26000
BMW,X4,2019,21000,Petrol,503,Automatic,59990
Jaguar,F-PACE,2018,16014,Diesel,177,Automatic,36500
Land,Rover,2018,27634,Diesel,178,Automatic,44000
NISSAN,GT-R,2009,54000,Petrol,479,SemiAutomatic,52000
Mercedes-Benz,GLC,2018,49600,Diesel,201,Automatic,31250
Ford,Ranger,2017,47000,Diesel,197,Automatic,28990
Porsche,911,2006,46000,Petrol,473,Automatic,54997
Audi,Q5,2021,2995,Hybrid,362,Automatic,60000
2021,71,2021,600,Petrol,414,SemiAutomatic,102995
2018,18,2018,47091,Diesel,306,Automatic,59999
2016,16,2016,139830,Diesel,190,Automatic,12999
2018,H,2018,29847,Diesel,282,Automatic,66950
Audi,Q2,2021,1745,Petrol,109,Manual,32481
Mercedes-Benz,Glc,2019,18000,Petrol,208,Automatic,39000
Audi,Q3,2018,20411,Petrol,148,Automatic,24981
Volkswagen,Golf,2018,23566,Petrol,306,Automatic,29000
Land,Rover,2020,13112,Diesel,306,Automatic,69990
Land,Rover,2020,16093,Diesel,178,Automatic,41490
Mercedes-Benz,A,2019,12950,Petrol,188,Automatic,31000
Vauxhall,Corsa,2013,104000,Diesel,74,Manual,2595
BMW,1,2012,119000,Diesel,141,Manual,4995
Vauxhall,Antara,2012,92000,Diesel,161,Manual,4995
Audi,Q7,2008,90000,Diesel,326,Automatic,11995
BMW,3,2018,30369,Diesel,188,Automatic,20497
BMW,X5,2017,39354,Diesel,308,Automatic,36490
Volkswagen,Golf,2017,33713,Petrol,298,Automatic,23400
BMW,1,2013,65187,Diesel,215,Manual,10990
Audi,A3,2015,51875,Petrol,148,Manual,14990
Mercedes-Benz,A,2016,30250,Diesel,134,Automatic,19464
Audi,A4,2015,60011,Petrol,329,Automatic,22490
Kia,Sportage,2016,30193,Diesel,114,Manual,15990
Porsche,Boxster,2011,49000,Petrol,255,SemiAutomatic,22990
Land,Rover,2017,45032,Diesel,237,Automatic,29950
Volvo,XC60,2021,1653,Hybrid,337,Automatic,48000
Volvo,XC60,2019,19400,Diesel,231,Automatic,36890
Volvo,XC40,2019,5484,Petrol,188,Automatic,33950
Mazda,CX-5,2018,21300,Petrol,163,Manual,22880
Volvo,V60,2019,9123,Diesel,188,Automatic,29773
Volvo,XC40,2021,4522,Petrol,161,Automatic,37817
Volvo,XC90,2021,4686,Diesel,231,Automatic,61950
Volvo,XC60,2015,43604,Diesel,217,Manual,18280
Volvo,XC60,2021,218,Diesel,194,Automatic,47490
Volvo,XC60,2018,21000,Diesel,188,Manual,29780
Volvo,V90,2019,20240,Diesel,188,Automatic,30490
Volvo,XC60,2020,5690,Diesel,194,Automatic,47000
Volkswagen,Tiguan,2016,7126,Diesel,181,Automatic,22490
Volvo,XC60,2021,8312,Diesel,194,Automatic,46980
Volkswagen,Polo,2020,3850,Petrol,94,Automatic,18749
Volvo,V40,2016,70145,Diesel,118,Automatic,12590
Toyota,C-HR,2018,30640,Hybrid,121,Automatic,19790
Volvo,XC60,2017,38259,Diesel,188,Automatic,23208
Volvo,XC40,2018,23000,Diesel,188,Automatic,36180
Volvo,V60,2021,8469,Petrol,247,Automatic,40878
Porsche,Cayenne,2015,63062,Petrol,440,Automatic,42000
Land,Rover,2018,51020,Diesel,306,Automatic,57950
Jaguar,I-PACE,2018,53906,Electric,394,Automatic,41980
MINI,Countryman,2020,5350,Hybrid,221,Automatic,31490
Jaguar,XF,2019,10736,Petrol,247,Automatic,30890
Ford,Kuga,2019,14988,Diesel,118,Automatic,24650
Porsche,911,2020,9504,Petrol,380,SemiAutomatic,99990
Audi,TT,2019,37557,Petrol,194,Automatic,27480
Honda,Civic,2016,22278,Petrol,98,Manual,13000
Renault,Clio,2014,40310,Petrol,90,Manual,7500
Volkswagen,Tiguan,2018,19224,Diesel,148,Automatic,26999
Ford,MUSTANG,2019,5112,Petrol,444,Automatic,46491
Peugeot,3008,2019,35111,Diesel,129,Manual,23495
Audi,A3,2017,30564,Diesel,114,Manual,15981
BMW,4,2017,10609,Diesel,308,Automatic,33891
Land,Rover,2016,55805,Diesel,178,Automatic,33491
Audi,Q5,2019,24569,Diesel,188,Automatic,37981
Audi,A3,2018,35368,Petrol,109,Manual,19990
Peugeot,Traveller,2017,44300,Diesel,180,Automatic,30990
FERRARI,458,2015,1050,Petrol,600,Automatic,325000
FERRARI,CALIFORNIA,2015,13166,Petrol,560,Automatic,105000
FERRARI,488,2017,4484,Petrol,660,Automatic,189000
BMW,3,2020,7335,Petrol,369,Automatic,48500
AUDI,Q7,2015,45152,Diesel,268,Automatic,33750
FERRARI,812,2021,1012,Petrol,788,Automatic,369000
ASTON,MARTIN,2019,7800,Petrol,503,Automatic,98000
BMW,X6,2015,39760,Diesel,255,Automatic,32000
MERCEDES-BENZ,GLC,2019,12635,Petrol,208,Automatic,37500
BMW,1,2021,6318,Diesel,148,Automatic,31000
BMW,X5,2018,33197,Hybrid,312,Automatic,43000
ASTON,MARTIN,2019,5847,Petrol,503,Automatic,104000
PORSCHE,PANAMERA,2019,11000,Petrol,542,Automatic,127500
AUDI,A1,2013,59090,Diesel,105,Manual,9250
BMW,2,2019,10500,Petrol,335,Automatic,32000
VOLKSWAGEN,CC,2015,52651,Diesel,175,Automatic,12750
FORD,FIESTA,2020,7500,Petrol,123,Manual,16750
PORSCHE,MACAN,2018,16600,Petrol,340,Automatic,53500
BMW,X3,2012,25500,Diesel,181,Automatic,16500
PORSCHE,MACAN,2017,25045,Petrol,340,Automatic,49500
AUDI,A3,2019,29162,Diesel,114,Automatic,17750
MERCEDES-BENZ,E,2018,18237,Diesel,255,Automatic,36000
SMART,FORTWO,2020,3513,Electric,80,Automatic,19500
PORSCHE,CAYENNE,2018,28684,Petrol,434,Automatic,69000
LAND,ROVER,2021,6943,Diesel,161,Automatic,45000
PORSCHE,MACAN,2018,25566,Petrol,248,Automatic,49500
PORSCHE,911,2019,1504,Petrol,444,Automatic,120000
LAND,ROVER,2018,13900,Diesel,178,Automatic,37000
MINI,COUNTRYMAN,2019,26870,Petrol,189,Automatic,27500
PORSCHE,PANAMERA,2017,17060,Hybrid,456,Automatic,75000
AUDI,Q3,2015,44500,Petrol,150,Automatic,16000
JAGUAR,F-PACE,2017,32000,Diesel,177,Automatic,30000
MINI,HATCHBACK,2018,9833,Petrol,189,Manual,22500
SKODA,SUPERB,2016,54300,Diesel,188,Automatic,17750
LEXUS,CT,2020,3800,Hybrid,134,Automatic,25500
JAGUAR,F-PACE,2017,42000,Diesel,296,Automatic,37000
PEUGEOT,208,2017,58322,Diesel,100,Manual,8000
VOLKSWAGEN,GOLF,2018,35215,Diesel,182,Manual,23000
AUDI,TT,2017,13397,Petrol,178,Manual,21000
MERCEDES-BENZ,CLS,2018,32824,Diesel,282,Automatic,37500
MERCEDES-BENZ,GLS,2019,15411,Diesel,255,Automatic,56000
HONDA,CR-V,2010,67001,Petrol,148,Automatic,10000
LAND,ROVER,2013,72000,Diesel,190,Automatic,17750
HONDA,CR-V,2017,45100,Diesel,158,Manual,20000
MERCEDES-BENZ,GLE,2018,35123,Diesel,201,Automatic,36500
LAND,ROVER,2015,66457,Diesel,288,Automatic,32500
AUDI,A1,2015,34603,Petrol,228,Manual,18500
BMW,1,2019,8200,Diesel,148,Automatic,27000
RENAULT,CLIO,2019,7125,Petrol,88,Manual,13250
MINI,COUNTRYMAN,2018,33000,Petrol,189,Manual,22000
BMW,1,2018,17967,Petrol,134,Manual,18500
MERCEDES-BENZ,C,2018,23200,Diesel,170,Automatic,26000
LAND,ROVER,2017,42093,Diesel,178,Automatic,29750
MINI,COUNTRYMAN,2018,30541,Diesel,188,Automatic,24500
MINI,HATCHBACK,2017,15563,Petrol,189,Manual,18500
MINI,COUNTRYMAN,2018,10435,Diesel,148,Manual,22500
LAND,ROVER,2017,44000,Diesel,178,Automatic,26250
BMW,5,2019,11500,Diesel,188,Automatic,30000
FORD,FIESTA,2019,47732,Petrol,123,Manual,12500
LAND,ROVER,2021,6186,Diesel,161,Automatic,46500
MERCEDES-BENZ,C,2018,21803,Petrol,181,Automatic,30000
BENTLEY,CONTINENTAL,2017,42029,Petrol,362,Automatic,48000
AUDI,TT,2020,3800,Petrol,394,Automatic,50000
LAND,ROVER,2014,75946,Diesel,339,Automatic,36000
LAND,ROVER,2020,10340,Diesel,178,Automatic,55000
MAZDA,2,2017,12794,Petrol,89,Manual,11750
AUDI,Q3,2017,20275,Petrol,178,Automatic,24850
BMW,X3,2019,23161,Diesel,188,Automatic,35000
MERCEDES-BENZ,GLA,2016,37448,Diesel,174,Automatic,23000
MERCEDES-BENZ,A,2018,14704,Petrol,154,Manual,21000
PEUGEOT,5008,2018,31559,Petrol,165,Automatic,27000
VOLVO,XC90,2019,39281,Hybrid,384,Automatic,51950
AUDI,RS,2020,7532,Petrol,394,Automatic,50000
BMW,M5,2018,24689,Petrol,591,Automatic,59000
MINI,HATCHBACK,2015,53000,Petrol,134,Manual,12500
VOLKSWAGEN,TRANSPORTER,2018,21447,Diesel,148,Manual,44995
BMW,2,2015,49500,Diesel,188,Manual,16000
MERCEDES-BENZ,A,2017,55277,Petrol,102,Manual,16000
MINI,CLUBMAN,2018,46300,Petrol,134,Manual,18000
LAND,ROVER,2018,26500,Diesel,306,Automatic,58750
NISSAN,QASHQAI,2020,28622,Diesel,148,Automatic,26850
NISSAN,QASHQAI,2020,28622,Diesel,148,Automatic,26850
SUZUKI,JIMNY,2019,17000,Petrol,101,Manual,24500
MINI,HATCHBACK,2019,14793,Petrol,134,Manual,15500
VOLKSWAGEN,SCIROCCO,2016,42283,Petrol,178,Manual,15000
LAND,ROVER,2013,56871,Diesel,255,Automatic,21850
HYUNDAI,TUCSON,2019,19455,Petrol,174,Automatic,19950
SSANGYONG,KORANDO,2019,11553,Diesel,176,Automatic,19950
BMW,2,2021,7730,Hybrid,221,Automatic,31500
BMW,7,2019,26668,Diesel,315,Automatic,47500
MERCEDES-BENZ,C,2017,45111,Diesel,168,Automatic,25000
MERCEDES-BENZ,GLC,2017,39867,Diesel,168,Automatic,31000
VOLKSWAGEN,GOLF,2020,12500,Petrol,296,Automatic,32750
MERCEDES-BENZ,GLE,2021,6842,Diesel,326,Automatic,74000
JAGUAR,XE,2016,11780,Diesel,177,Automatic,21000
LAND,ROVER,2014,48251,Diesel,190,Automatic,19500
BENTLEY,BENTAYGA,2019,13500,Petrol,542,Automatic,125000
BMW,X3,2019,20000,Diesel,261,Automatic,41000
MINI,CONVERTIBLE,2021,2067,Petrol,189,Manual,27500
HONDA,CIVIC,2018,31602,Diesel,118,Automatic,19000
BMW,X5,2017,48230,Diesel,376,Automatic,45000
JAGUAR,F-TYPE,2017,18794,Petrol,335,Automatic,42000
JAGUAR,XF,2019,28245,Petrol,296,Automatic,33500
VOLKSWAGEN,TRANSPORTER,2014,99000,Diesel,177,Automatic,24000
MINI,HATCHBACK,2018,25003,Petrol,134,Manual,20750
LAND,ROVER,2016,69776,Diesel,148,Manual,15592
MINI,HATCHBACK,2019,12000,Petrol,134,Manual,18000
MINI,COUNTRYMAN,2017,9346,Diesel,148,Automatic,22000
MERCEDES-BENZ,GLC,2016,46000,Diesel,201,Automatic,29750
BMW,2,2020,15065,Petrol,302,Automatic,36500
BMW,4,2019,29800,Diesel,188,Automatic,24000
AUDI,Q3,2018,24235,Petrol,148,Automatic,31000
BENTLEY,BENTAYGA,2018,28500,Petrol,542,Automatic,110000
AUDI,A1,2017,28817,Petrol,123,Manual,15000
BMW,M4,2018,13685,Petrol,444,Automatic,43000
MINI,HATCHBACK,2019,8290,Petrol,134,Manual,20500
BENTLEY,FLYING,2018,20803,Petrol,500,Automatic,77500
BMW,X3,2019,15500,Petrol,503,Automatic,54000
JAGUAR,E-PACE,2021,5408,Petrol,197,Automatic,47000
AUDI,A3,2019,6000,Petrol,296,Automatic,33000
VOLVO,XC40,2020,5697,Hybrid,258,Automatic,41850
BMW,X5,2021,12611,Diesel,394,Automatic,67000
AUDI,A5,2017,42000,Petrol,349,Automatic,31500
BMW,M4,2019,17626,Petrol,444,Automatic,46000
LAND,ROVER,2017,34065,Diesel,178,Automatic,32000
MERCEDES-BENZ,C,2017,32000,Diesel,204,Automatic,23500
BMW,M2,2019,25000,Petrol,405,Automatic,42500
BMW,X1,2019,18500,Diesel,148,Automatic,26500
BMW,5,2020,6748,Diesel,261,Automatic,36500
FORD,FIESTA,2018,32800,Diesel,84,Manual,11750
BMW,6,2015,69857,Diesel,308,Automatic,20500
LAND,ROVER,2021,531,Diesel,271,Automatic,90000
AUDI,A5,2016,47600,Diesel,187,Manual,18000
AUDI,Q5,2017,25134,Diesel,188,Automatic,32750
MERCEDES-BENZ,E,2018,20370,Diesel,191,Automatic,31000
AUDI,A3,2015,74755,Petrol,148,Automatic,14000
MERCEDES-BENZ,M,2014,48927,Diesel,204,Automatic,21000
MERCEDES-BENZ,E,2014,44000,Diesel,201,Automatic,16500
BMW,6,2016,33525,Diesel,308,Automatic,30000
BMW,X4,2016,18678,Diesel,255,Automatic,31000
MERCEDES-BENZ,GLC,2018,44500,Diesel,255,Automatic,36000
LAND,ROVER,2017,22700,Diesel,178,Automatic,29000
AUDI,Q3,2017,62000,Diesel,148,Manual,17500
BMW,X4,2015,58000,Diesel,188,Automatic,23500
LAND,ROVER,2020,11261,Diesel,306,Automatic,71750
BMW,4,2020,3436,Diesel,255,Automatic,37000
AUDI,A3,2016,48015,Diesel,148,Automatic,19500
BMW,X1,2017,31487,Diesel,228,Automatic,25000
BMW,X3,2019,19617,Diesel,261,Automatic,43500
BMW,5,2018,13378,Diesel,188,Automatic,27500
MERCEDES-BENZ,E,2018,11315,Hybrid,282,Automatic,33000
PORSCHE,PANAMERA,2017,25027,Petrol,434,Automatic,78000
LAND,ROVER,2019,6100,Diesel,178,Automatic,39750
AUDI,A1,2019,23500,Petrol,114,Automatic,23500
MERCEDES-BENZ,E,2020,9209,Diesel,335,Automatic,50000
MERCEDES-BENZ,A,2018,15707,Diesel,114,Automatic,23000
MERCEDES-BENZ,GLC,2021,8124,Diesel,241,Automatic,46000
MCLAREN,720S,2019,1950,Petrol,711,Automatic,175000
MERCEDES-BENZ,GLC,2019,19850,Diesel,191,Automatic,37000
MINI,COUNTRYMAN,2019,10000,Petrol,134,Automatic,25000
MERCEDES-BENZ,CLA,2020,14117,Petrol,161,Automatic,31000
MERCEDES-BENZ,A,2018,53891,Diesel,114,Automatic,19000
AUDI,Q5,2016,35500,Diesel,322,Automatic,31000
MERCEDES-BENZ,E,2020,6304,Diesel,191,Automatic,38000
LAND,ROVER,2015,61008,Diesel,288,Automatic,37500
MERCEDES-BENZ,A,2017,16000,Petrol,121,Manual,21000
VAUXHALL,VIVARO,2021,4000,Electric,134,Automatic,38000
MERCEDES-BENZ,C,2016,54000,Diesel,170,Automatic,18000
PORSCHE,PANAMERA,2016,34800,Diesel,416,Automatic,62000
MERCEDES-BENZ,A,2019,9290,Petrol,302,Automatic,39500
MERCEDES-BENZ,GLE,2021,9267,Diesel,326,Automatic,68000
MINI,HATCHBACK,2018,12001,Petrol,134,Manual,15000
FORD,FIESTA,2019,8852,Petrol,99,Automatic,19500
MERCEDES-BENZ,GLC,2017,20000,Diesel,168,Automatic,29500
JAGUAR,F-PACE,2019,11678,Diesel,177,Automatic,37500
PORSCHE,CAYENNE,2020,23200,Petrol,434,Automatic,75000
MASERATI,LEVANTE,2019,20442,Petrol,345,Automatic,52500
FORD,KUGA,2019,39511,Diesel,177,Manual,24250
PORSCHE,911,2016,10774,Petrol,414,Automatic,89000
MERCEDES-BENZ,CLA,2014,64275,Diesel,170,Automatic,17500
BMW,3,2019,20000,Petrol,369,Automatic,43000
MASERATI,LEVANTE,2020,14548,Petrol,573,Automatic,99000
SKODA,FABIA,2018,47000,Petrol,109,Manual,12450
MINI,HATCHBACK,2019,10000,Petrol,189,Automatic,25000
MINI,COUNTRYMAN,2018,15000,Petrol,189,Manual,23500
MERCEDES-BENZ,A,2018,28966,Diesel,114,Automatic,21250
PORSCHE,CAYMAN,2020,5193,Petrol,296,Automatic,55000
MERCEDES-BENZ,A,2019,23768,Diesel,114,Automatic,23500
MINI,CLUBMAN,2019,15796,Petrol,134,Manual,22000
VOLVO,XC60,2017,32007,Diesel,188,Automatic,32250
SKODA,OCTAVIA,2017,49500,Petrol,148,Automatic,15000
MINI,COUNTRYMAN,2018,7739,Petrol,189,Manual,23000
FORD,MUSTANG,2019,2449,Petrol,444,Manual,44999
FORD,MUSTANG,2017,20782,Petrol,410,Automatic,37499
Ford,Focus,2019,25313,Petrol,123,Manual,17250
Mazda,CX-3,2019,2755,Petrol,119,Automatic,19989
Ford,Fiesta,2021,4571,Hybrid,153,Manual,21795
Ford,Focus,2018,20000,Petrol,247,Manual,24989
Aston,Martin,2016,19010,Petrol,568,Automatic,112995
Aston,Martin,2019,3800,Petrol,503,Automatic,129995
Aston,Martin,2018,3375,Petrol,503,Automatic,98995
Aston,Martin,2017,17750,Petrol,599,Automatic,99995
Aston,Martin,2020,9131,Petrol,543,Automatic,154950
Aston,Martin,2019,2950,Petrol,503,Automatic,112495
Skoda,Fabia,2015,46834,Petrol,109,Automatic,11500
Jaguar,F-TYPE,2017,23332,Petrol,567,Automatic,74900
Jaguar,XE,2016,69667,Diesel,177,Automatic,16250
Citroen,C1,2020,4161,Petrol,71,Manual,9500
Vauxhall,Corsa,2017,34500,Petrol,89,Automatic,10500
Renault,Kadjar,2017,27302,Petrol,129,Manual,15500
Jaguar,XE,2017,25000,Petrol,197,Automatic,21450
Jaguar,F-PACE,2016,55603,Diesel,296,Automatic,34000
Fiat,500,2019,33982,Petrol,68,Manual,8000
Mazda,2,2016,39644,Petrol,89,Manual,9000
Mercedes-Benz,C-Class,2017,47725,Diesel,170,Automatic,17500
Jaguar,F-PACE,2017,34810,Diesel,177,Automatic,33500
Jaguar,F-PACE,2016,18912,Petrol,375,Automatic,35000
Mazda,CX-5,2018,55000,Diesel,148,Automatic,20000
Jaguar,F-PACE,2018,6538,Diesel,177,Automatic,40000
Fiat,500,2019,17155,Petrol,68,Manual,10000
Audi,A4,2012,112221,Diesel,174,Manual,6450
Peugeot,3008,2014,57786,Diesel,200,Automatic,9950
Audi,A3,2012,85786,Diesel,105,Manual,5950
Nissan,Note,2006,126786,Petrol,109,Manual,850
Mercedes,benz,2017,31847,Petrol,396,Automatic,38990
MERCEDES-BENZ,GLC,2019,30322,Diesel,168,Automatic,35000
BMW,M4,2018,16322,Petrol,453,Automatic,54000
LAND,ROVER,2015,75693,Diesel,306,Automatic,37500
Vauxhall,ADAM,2019,4182,Petrol,69,Manual,12499
Vauxhall,Crossland,2017,12521,Petrol,108,Manual,13999
Ford,Puma,2020,6398,Petrol,153,Manual,25570
Mazda,CX-30,2020,7122,Petrol,177,Manual,24300
MERCEDES-BENZ,GLC,2018,40317,Diesel,201,Automatic,33000
MERCEDES-BENZ,A,2019,7157,Petrol,188,Automatic,28500
MERCEDES-BENZ,GLS,2018,41000,Diesel,255,Automatic,49250
PORSCHE,944,1991,100795,Petrol,247,Manual,49500
LAND,ROVER,2018,38631,Diesel,237,Automatic,44750
LAND,ROVER,2021,453,Petrol,296,Automatic,71500
LAND,ROVER,2019,25991,Diesel,302,Automatic,57500
LAND,ROVER,2018,19305,Diesel,271,Automatic,78750
LAND,ROVER,2016,70848,Diesel,178,Automatic,24000
MERCEDES-BENZ,A,2018,24134,Diesel,134,Manual,20000
MERCEDES-BENZ,A,2016,26380,Diesel,134,Automatic,20500
MERCEDES-BENZ,A,2018,18401,Diesel,114,Automatic,24000
Land,Rover,2013,104000,Diesel,150,Manual,13995
Jaguar,XE,2017,21926,Petrol,197,Automatic,22299
Ford,Focus,2018,4250,Petrol,345,Manual,33244
Ford,Mustang,2016,21220,Petrol,410,Manual,34088
Audi,A5,2018,20880,Petrol,248,Automatic,30654
Volkswagen,Golf,2019,26450,Petrol,296,Automatic,31785
Peugeot,108,2018,7199,Petrol,71,Manual,8717
Maserati,Quattroporte,2016,28463,Petrol,410,Automatic,32975
Hyundai,Tucson,2021,4066,Petrol,174,Automatic,24200
Hyundai,Tucson,2020,12064,Petrol,130,Manual,19200
AUDI,R8,2016,6238,Petrol,602,SemiAutomatic,94900
ROLLS-ROYCE,WRAITH,2014,35872,Petrol,624,Automatic,119900
Porsche,Macan,2019,12276,Petrol,349,Automatic,53000
Mercedes-Benz,GLC,2019,12260,Diesel,241,Automatic,43500
Land,Rover,2017,18859,Diesel,237,Automatic,35250
Land,Rover,2017,23978,Diesel,296,Automatic,45500
Mercedes-Benz,GLC,2018,21128,Diesel,168,Automatic,31500
Tesla,Model,2018,21343,Electric,762,Automatic,78500
Land,Rover,2016,58281,Diesel,255,Automatic,34750
Land,Rover,2018,47000,Diesel,255,Automatic,46250
Land,Rover,2018,13000,Petrol,567,Automatic,88000
Jaguar,F-PACE,2018,45966,Diesel,177,Automatic,30500
Porsche,718,2018,16311,Petrol,345,Automatic,49250
Porsche,Macan,2020,4616,Petrol,242,Automatic,55500
Mercedes-Benz,C-Class,2017,22000,Petrol,396,Automatic,38995
Bmw,3,2018,33983,Diesel,188,Automatic,28990
Bmw,5,2018,28062,Hybrid,248,Automatic,29990
Mercedes-Benz,SLC,2020,2399,Petrol,181,Manual,34995
Mercedes-Benz,AMG,2020,5999,Petrol,630,Automatic,119995
Volkswagen,Golf,2018,30000,Petrol,306,Manual,27779
Latest,Registration.,2020,199,Petrol,375,Automatic,52500
Skoda,Karoq,2018,20292,Petrol,148,Automatic,20495
Renault,Kadjar,2018,38358,Petrol,130,Manual,14750
Toyota,AYGO,2018,12990,Petrol,69,Automatic,11999
Audi,A5,2019,16196,Diesel,188,Automatic,29990
Audi,A7,2019,5608,Diesel,201,Automatic,35490
Audi,Q8,2019,33580,Diesel,282,Automatic,53490
Aston,Martin,2013,38000,Petrol,430,Automatic,59980
Ford,Fiesta,2019,30002,Petrol,99,Manual,14980
Toyota,Yaris,2018,26439,Hybrid,99,CVT,16495
Fiat,500,2019,3875,Petrol,68,Manual,10295
Volkswagen,Polo,2016,29713,Petrol,89,SemiAutomatic,12495
Aston,Martin,1996,4578,Petrol,228,Automatic,145000
BMW,M3,2011,42671,Petrol,414,Automatic,28500
Porsche,911,2018,19436,Petrol,444,Manual,91900
Ford,Kuga,2020,5700,Diesel,148,Manual,31990
1996,Ferrari,1996,75000,Petrol,375,Manual,69950
MINI,Mini,2014,44226,Petrol,101,Manual,9995
MINI,Mini,2013,6115,Petrol,181,Manual,14495
Hyundai,i10,2021,805,Petrol,83,Automatic,15995
Ferrari,California,2015,7490,Petrol,560,Automatic,107950
Lamborghini,Huracan,2020,120,Petrol,602,Automatic,199950
Land,Rover,2018,30476,Diesel,237,Automatic,51880
Jaguar,XF,2020,6023,Diesel,296,Automatic,40980
Lexus,LC,2019,9128,Petrol,471,Automatic,70980
Land,Rover,2016,30263,Diesel,237,Automatic,47480
Volkswagen,Golf,2017,26383,Petrol,306,Automatic,28250
Volkswagen,T-roc,2020,7056,Petrol,296,Automatic,39450
Volkswagen,Golf,2019,26896,Petrol,296,Automatic,30150
Volkswagen,Scirocco,2018,27202,Petrol,178,Automatic,19500
Volkswagen,Golf,2017,16111,Petrol,306,Manual,27900
Audi,E-tron,2020,3000,Electric,308,Automatic,51229
Volkswagen,Golf,2017,30612,Diesel,148,Automatic,17790
Volkswagen,Tiguan,2016,22772,Diesel,148,Automatic,28000
Volkswagen,Tiguan,2017,56367,Diesel,148,Manual,19150
Kia,Picanto,2017,12059,Petrol,82,Manual,9695
Kia,Sportage,2018,31970,Petrol,174,Manual,19995
Kia,Sportage,2018,13787,Petrol,130,Manual,19995
Mercedes,300SL,1988,82600,Petrol,188,Automatic,39995
Jaguar,XJ,2006,49900,Petrol,240,Automatic,11995
Mercedes-Benz,SLK,2013,66000,Diesel,204,Automatic,11590
Mini,Convertible,2018,26139,Petrol,189,Manual,20911
Mini,Countryman,2019,11651,Petrol,189,Automatic,31911
Toyota,Chr,2018,54600,Hybrid,121,Automatic,19995
Volvo,V70,2007,116219,Diesel,182,Automatic,3995
Jaguar,E,2021,1311,Diesel,201,Automatic,46495
Jaguar,F,2019,7290,Diesel,237,Automatic,43995
Peugeot,108,2016,42000,Petrol,68,Manual,5595
